"Date of introduction";"Bill title";"Current Status";"Date - Passage / Withdrawal /Lapsing";"link";"Representative"
"2016-05-08";"The Prohibition and Eradication of Ragging Bill, 2016";"Pending";"";"";"Adhir Ranjan Chowdhury"
"2014-11-28";"The Agricultural Workers (Employment, Conditions of Service and Welfare) Bill, 2014";"Pending";"";"";"Adhir Ranjan Chowdhury"
"2014-11-28";"The Old Age Pension and Rehabilitation Bill, 2014";"Pending";"";"";"Adhir Ranjan Chowdhury"
"2014-11-28";"The prevention of Female Infanticide Bill, 2014";"Pending";"";"";"Adhir Ranjan Chowdhury"
"2014-11-28";"The Special Financial Assistance to the State of West Bengal Bill, 2014";"Pending";"";"";"Adhir Ranjan Chowdhury"
"2018-03-08";"The Supreme Court and the High Courts (Use of Official Languages and Other Provisions) Bill, 2018";"Pending";"";"";"Ajay Misra Teni"
"2017-12-29";"The Compulsory Establishment of Government Women College Bill, 2017";"Pending";"";"";"Ajay Misra Teni"
"2017-10-03";"The National Board for Welfare of Flood Victims Bill, 2016";"Pending";"";"";"Ajay Misra Teni"
"2017-10-03";"The Plastic Recycling Bill, 2017";"Pending";"";"";"Ajay Misra Teni"
"2016-05-08";"The Welfare of Homeless Persons Living Near Railway Tracks, Railway Yards and Railway Land Bill, 2016";"Pending";"";"";"Ajay Misra Teni"
"2015-07-08";"The Crop Insurance Bill, 2015";"Pending";"";"";"Ajay Misra Teni"
"2015-04-24";"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2015 (Amendment of the Schedule)";"Pending";"";"";"Alok Sanjar"
"2015-02-27";"The Central Universities (Amendment) Bill, 2015 (Amendment of section 3, etc.)";"Pending";"";"";"Alok Sanjar"
"2015-02-27";"The High Court of Madhya Pradesh (Establishment of a Permanent Bench at Bhopal) Bill, 2015";"Pending";"";"";"Alok Sanjar"
"2015-08-05";"The Constitution (Amendment) Bill, 2015 (Amendment of article 16)";"Pending";"";"";"Anandrao Adsul"
"2015-08-05";"The Constitution (Amendment) Bill, 2015 (Amendment of article 330)";"Pending";"";"";"Anandrao Adsul"
"2019-08-02";"The Merchant Shipping (Amendment) Bill, 2018 (Amendment of section 88, etc.).";"Pending";"";"";"Anirudhan Sampath"
"2018-03-08";"The Bamboo, Cane, Screw Pine and Mat Weavers and Workers (Welfare) Bill, 2017";"Pending";"";"";"Anirudhan Sampath"
"2018-03-08";"The Rainwater (Harvesting and Storage) Bill, 2017";"Pending";"";"";"Anirudhan Sampath"
"2016-04-29";"The Life Insurance Agents Welfare Bill, 2016";"Pending";"";"";"Anirudhan Sampath"
"2016-02-26";"The Supreme Court of India (Establishment of a Permanent Bench at Thiruvananthapuram) Bill, 2016";"Pending";"";"";"Anirudhan Sampath"
"2015-03-13";"The National Commission for Students Bill, 2015";"Pending";"";"";"Anirudhan Sampath"
"2014-12-12";"The Nursing Profession (Abolition of Service Bond and Miscellaneous Provisions) Bill, 2014";"Pending";"";"";"Anto Antony"
"2018-12-28";"The Population (Stabilization & Planning) Bill, 2018";"Pending";"";"";"Anurag Singh Thakur"
"2018-12-28";"The Single-Use Plastic (Regulation) Bill, 2018";"Pending";"";"";"Anurag Singh Thakur"
"2018-12-28";"The Suicide Prevention in Youth Bill, 2018";"Pending";"";"";"Anurag Singh Thakur"
"2018-12-28";"The Water (Accessibility and Conservation) Bill, 2018";"Pending";"";"";"Anurag Singh Thakur"
"2018-03-08";"The National Tourism (Sustainable Development and Promotion) Bill, 2018";"Pending";"";"";"Anurag Singh Thakur"
"2016-04-29";"The Constitution (Amendment) Bill, 2016 (Amendment of article 72)";"Pending";"";"";"Anurag Singh Thakur"
"2016-04-29";"The Constitution (Amendment) Bill, 2016 (Amendment of the Se-venth Schedule)";"Pending";"";"";"Anurag Singh Thakur"
"2016-04-29";"The National Sports Ethics Commission Bill, 2016";"Pending";"";"";"Anurag Singh Thakur"
"2018-12-28";"The Ban on the use of Microbeads in Cosmetic Products Bill, 2018";"Pending";"";"";"A.P. Jithender Reddy"
"2018-12-28";"The Declaring of Habitual Offenders Laws as void Bill, 2018";"Pending";"";"";"A.P. Jithender Reddy"
"2018-12-28";"The Protection of Human Rights Defenders Bill, 2018";"Pending";"";"";"A.P. Jithender Reddy"
"2017-03-24";"The All-India Services (Amendment) Bill, 2017 (Insertion of new section 3A)";"Pending";"";"";"A.P. Jithender Reddy"
"2017-03-24";"The Indian Forest (Amendment) Bill, 2017 (Amendment of section 26, etc.)";"Pending";"";"";"A.P. Jithender Reddy"
"2015-12-18";"The Clinical Establishments (Registration and Regulation) Amendment Bill, 2015 (Amendment of section 2,etc.)";"Pending";"";"";"A.P. Jithender Reddy"
"2015-12-18";"The Constitution (Amendment) Bill, 2015 (Insertion of new articles 77A, etc.)";"Pending";"";"";"A.P. Jithender Reddy"
"2015-12-18";"The Constitution (Amendment) Bill, 2015 (Amendment of article 312)";"Pending";"";"";"Arjun Ram Meghwal"
"2015-12-18";"The Constitution (Amendment) Bill, 2015 (Amendment of article 338)";"Pending";"";"";"Arjun Ram Meghwal"
"2015-12-18";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2015 (Amendment of Schedule I)";"Pending";"";"";"Arjun Ram Meghwal"
"2015-12-18";"The Prohibition of Employment as Manual Scavengers and their Rehabilitation (Amendment) Bill, 2015) (Amendment of section 31)";"Pending";"";"";"Arjun Ram Meghwal"
"2015-07-08";"The Food Safety and Standards (Amendment) Bill, 2015 (Insertion of new section 19A)";"Pending";"";"";"Arjun Ram Meghwal"
"2015-07-08";"The High Court of Rajasthan (Establishment of a Permanent Bench at Bikaner) Bill, 2015";"Pending";"";"";"Arjun Ram Meghwal"
"2015-07-08";"The Integrated Child Development Services (Regularisation) Bill, 2015";"Pending";"";"";"Arjun Ram Meghwal"
"2015-07-08";"The Special Financial Assistance to the State of Rajasthan Bill, 2015";"Pending";"";"";"Arjun Ram Meghwal"
"2014-12-12";"The Cow Protection Authority Bill, 2014";"Pending";"";"";"Arjun Ram Meghwal"
"2014-12-12";"The Electricity (Amendment) Bill, 2014 (Substitution of new section for section 4, etc.)";"Pending";"";"";"Arjun Ram Meghwal"
"2014-12-12";"The Pre-Conception and Pre-Natal Diagnostic Techniques (Prohibition of Sex Selection) Amendment Bill, 2014 (Insertion of new section 16B, etc.)";"Pending";"";"";"Arjun Ram Meghwal"
"2014-12-12";"The Tourism Promotion Authority Bill, 2014";"Pending";"";"";"Arjun Ram Meghwal"
"2014-11-07";"The Chit Funds (Amendment) Bill, 2014 (Amendment of section 4)";"Pending";"";"";"Arjun Ram Meghwal"
"2014-11-07";"The Constitution (Amendment) Bill, 2014 (Amendment of the Eighth Schedule)";"Pending";"";"";"Arjun Ram Meghwal"
"2014-11-07";"The Indian Penal Code (Amendment) Bill, 2014 (Amendment of section 364A, etc.)";"Pending";"";"";"Arjun Ram Meghwal"
"2014-11-07";"The Renewable Energy (Promotion and Compulsory Use) Bill, 2014";"Pending";"";"";"Arjun Ram Meghwal"
"2017-03-24";"The Designation of States As Sponsor of Terrorism Bill, 2017";"Pending";"";"";"Arvind Sawant"
"2018-03-08";"The Constitution (Amendment) Bill, 2018 (Amendment of article 84, etc.)";"Pending";"";"";"Asaduddin Owaisi"
"2018-03-08";"The Constitution (Amendment) Bill, 2018 (Insertion of new article 371K)";"Pending";"";"";"Asaduddin Owaisi"
"2014-12-12";"The Civilian Awards (Recommendation Committee) Bill, 2014";"Pending";"";"";"Ashok Mahadeorao Nete"
"2014-12-12";"The Commission for the Formation of the State of Vidarbha Bill, 2014";"Pending";"";"";"Ashok Mahadeorao Nete"
"2014-12-12";"The Forest (Conservation) Amendment Bill, 2014 (Insertion of new section 3C)";"Pending";"";"";"Ashok Mahadeorao Nete"
"2014-12-12";"The Unemployment Allowance Bill, 2014";"Pending";"";"";"Ashok Mahadeorao Nete"
"2017-07-04";"The Health Insurance Scheme Bill, 2017";"Pending";"";"";"Ashwini Kumar Choubey"
"2015-04-24";"The Constitution (Amendment) Bill, 2015 (Amendment of the Eighth Schedule)";"Pending";"";"";"Ashwini Kumar Choubey"
"2017-12-29";"The Banana Growers (Remunerative Price and Welfare) Bill, 2017";"Pending";"";"";"A.T. Nana Patil"
"2017-12-29";"The Cotton Growers (Remunerative Price and Welfare) Bill, 2017";"Pending";"";"";"A.T. Nana Patil"
"2017-07-04";"The Mandatory Basic facilities for Neglected Senior Citizens, Widows and Orphans Bill, 2017";"Pending";"";"";"A.T. Nana Patil"
"2017-03-24";"The Compulsory Teaching of Sanskrit Language in Schools bill, 2017";"Pending";"";"";"A.T. Nana Patil"
"2017-03-24";"The Education Loan to Students Belonging to Economically Weaker Section Bill, 2017";"Pending";"";"";"A.T. Nana Patil"
"2017-03-24";"The Girl Child and Adolescent Girl (Welfare) Bill, 2016";"Pending";"";"";"A.T. Nana Patil"
"2016-05-08";"The Basic and Primary Education (Compulsory Teaching in Mother Tongue) Bill, 2016";"Pending";"";"";"A.T. Nana Patil"
"2016-05-08";"The Gymnasiums and Fitness Centres (Regulation) Bill, 2016";"Pending";"";"";"A.T. Nana Patil"
"2015-12-18";"The Anganwadi Workers (Regularization of Service and Other Benefits) Bill, 2015";"Pending";"";"";"A.T. Nana Patil"
"2015-03-13";"The Universal Payment of Dearness Allowance Bill, 2015";"Pending";"";"";"A.T. Nana Patil"
"2015-03-13";"The Prohibition on Forced Religious Conversion Bill, 2015";"Pending";"";"";"A.T. Nana Patil"
"2015-03-13";"The Naxal Affected States Development Council Bill, 2015";"Pending";"";"";"A.T. Nana Patil"
"2015-03-13";"The Constitution (Amendment) Bill, 2015 (Amendment of article 24)";"Pending";"";"";"A.T. Nana Patil"
"2014-08-08";"The Government Services (Regulation of Compassionate Appointment) Bill, 2014";"Pending";"";"";"A.T. Nana Patil"
"2014-08-08";"The National Assets (Protection) Bill, 2014";"Pending";"";"";"A.T. Nana Patil"
"2014-08-08";"The Ancient Monuments and Archaeological Sites and Remains (Amendment) Bill, 2014 (Amendment of section 20A, etc.)";"Pending";"";"";"A.T. Nana Patil"
"2014-08-08";"The Agricultural Workers Welfare Bill, 2014";"Pending";"";"";"A.T. Nana Patil"
"2017-07-21";"The Data (Privacy and Protection) Bill, 2017";"Pending";"";"";"Baijayant Jay Panda"
"2017-10-03";"The Witness Protection Program Bill, 2016";"Pending";"";"";"Baijayant Jay Panda"
"2017-10-03";"The Comptroller and Auditor General?s (Duties, Powers and Conditions of Service) Amendment Bill, 2016 (Amendment of section 2, etc.)";"Pending";"";"";"Baijayant Jay Panda"
"2017-10-03";"The Whistle Blowers Protection (Amendment) Bill, 2016 (Amendment of section 3, etc.)";"Pending";"";"";"Baijayant Jay Panda"
"2017-10-03";"The Treatment of Terminally-ill Patients Bill, 2016";"Pending";"";"";"Baijayant Jay Panda"
"2016-05-08";"The Indian Penal Code (Amendment) Bill, 2016 (Amendment of section 499, etc.)";"Pending";"";"";"Baijayant Jay Panda"
"2016-05-08";"The Mental Health (Amendment) Bill, 2016 (Amendment of section 4, etc.)";"Pending";"";"";"Baijayant Jay Panda"
"2016-05-08";"The Indian Penal Code (Amendment) Bill, 2016 (Substitution of new section for section 309)";"Pending";"";"";"Baijayant Jay Panda"
"2016-05-08";"The Vehicular Pollution Reduction Bill, 2016";"Pending";"";"";"Baijayant Jay Panda"
"2016-04-29";"The Geotag-Enabled Monitoring of Public Works Bill, 2016";"Pending";"";"";"Baijayant Jay Panda"
"2016-04-29";"The Timely Commencement of Laws Bill, 2016";"Pending";"";"";"Baijayant Jay Panda"
"2016-04-29";"The Timely Filling of Vacancies in Central Public Sector Enterprises Bill, 2016";"Pending";"";"";"Baijayant Jay Panda"
"2015-08-05";"The Pre-conception and Pre-natal Diagnostic Techniques (Prohibition of Sex Selection) Amendment Bill, 2015 (Amendment of section 2, etc.)";"Pending";"";"";"Baijayant Jay Panda"
"2015-03-13";"The Representation of the People (Amendment) Bill, 2015 (Substitution of new section for section 70)";"Pending";"";"";"Baijayant Jay Panda"
"2015-02-27";"The Intangible Cultural Heritage (Protection, Preservation and Promotion) Bill, 2015";"Pending";"";"";"Baijayant Jay Panda"
"2015-02-27";"The Consitution (Amendment) Bill, 2015 (Amendment of article 148)";"Pending";"";"";"Baijayant Jay Panda"
"2014-11-28";"The Code of Criminal Procedure (Amendment) Bill, 2014 (Substitution of new section 24, etc.)";"Pending";"";"";"Baijayant Jay Panda"
"2014-11-28";"The Indian Penal Code (Amendment) Bill, 2014 (Substitution of new section for section 124A)";"Pending";"";"";"Baijayant Jay Panda"
"2014-11-28";"The Fast Track Courts for Elected Representatives Bill, 2014";"Pending";"";"";"Baijayant Jay Panda"
"2014-11-28";"The Cigarettes and other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Commerce, Production, Supply and Distribution) Amendment Bill, 2014 (Amendment of section 3, etc.)";"Pending";"";"";"Baijayant Jay Panda"
"2014-11-07";"The Information Technology (Amendment) Bill, 2014 (Amendment of section 2, etc.)";"Pending";"";"";"Baijayant Jay Panda"
"2017-12-29";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2017 (Amendment of section 22, etc.)";"Pending";"";"";"Balka Suman"
"2017-07-21";"The Aadhaar (Targeted Delivery of Financial and Other Subsidies, Benefits and Services) Amendment Bill, 2017 (Amendment of section 2, etc.)";"Pending";"";"";"Balka Suman"
"2019-08-02";"The Heritage Cities and Sites (Conservation and Development) Bill, 2018";"Pending";"";"";"Bhairon Prasad Mishra"
"2019-08-02";"The Constitution (Amendment) Bill, 2018 (Amendment of articles 15 and 16)";"Pending";"";"";"Bhairon Prasad Mishra"
"2018-12-28";"The Women (Empowerment and Welfare) Bill, 2018";"Pending";"";"";"Bhairon Prasad Mishra"
"2018-12-28";"The Contempt of Courts (Amendment) Bill, 2018 (Amendment of section 2)";"Pending";"";"";"Bhairon Prasad Mishra"
"2018-12-28";"The Urban Areas (Equitable Development and Regulation) Bill, 2018";"Pending";"";"";"Bhairon Prasad Mishra"
"2018-12-28";"The Companies (Amendment) Bill, 2018 (Amendment of section 135)";"Pending";"";"";"Bhairon Prasad Mishra"
"2018-03-08";"The Constitution (Amendment) Bill, 2018 (Amendment of article 15, etc.)";"Pending";"";"";"Bhairon Prasad Mishra"
"2018-03-08";"The Indian Penal Code (Amendment) Bill, 2018 (Amendment of section 141)";"Pending";"";"";"Bhairon Prasad Mishra"
"2018-03-08";"The Labour (Welfare and Rehabilitation) Bill, 2018";"Pending";"";"";"Bhairon Prasad Mishra"
"2018-03-08";"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2018 (Amendment of section 2, etc.)";"Pending";"";"";"Bhairon Prasad Mishra"
"2017-12-29";"The Constitution (Amendment) Bill, 2017 (Amendment of the Seventh Schedule, etc.)";"Pending";"";"";"Bhairon Prasad Mishra"
"2017-12-29";"The Gazetted Officers of the Central Government (Compulsory National Disaster Response Training) Bill, 2017";"Pending";"";"";"Bhairon Prasad Mishra"
"2017-07-04";"The Constitution (Amendment) Bill, 2017 (Insertion of new article 16A)";"Pending";"";"";"Bhairon Prasad Mishra"
"2017-10-03";"The Child Development Bill, 2016";"Pending";"";"";"Bhairon Prasad Mishra"
"2017-10-03";"The Old Age Pension Bill, 2016";"Pending";"";"";"Bhairon Prasad Mishra"
"2016-05-08";"The High Court at Allahabad (Establishment of a Permanent Bench at Banda) Bill, 2016";"Pending";"";"";"Bhairon Prasad Mishra"
"2016-05-08";"The Renewable Energy (Promotion and Compulsory Use) Bill, 2016";"Pending";"";"";"Bhairon Prasad Mishra"
"2016-04-29";"The Constitution (Schedule Castes And Scheduled Tribes) Orders (Amendment) Bill, 2016";"Pending";"";"";"Bhairon Prasad Mishra"
"2016-11-03";"The Education Loan Bill, 2016";"Pending";"";"";"Bhairon Prasad Mishra"
"2015-08-05";"The Commission for the Formation of the State of Bundelkhand Bill, 2015";"Pending";"";"";"Bhairon Prasad Mishra"
"2015-04-24";"The Constitution (Amendment) Bill, 2015 (Amendment of the Eighth Schedule)";"Pending";"";"";"Bhairon Prasad Mishra"
"2018-12-28";"The Juvenile Justice (Care and Protection of Children) (Amendment) Bill, 2018 (Amendment of section 56, etc.)";"Pending";"";"";"Bhanu Pratap Singh Verma"
"2018-12-28";"The Code of Civil Procedure (Amendment) Bill, 2018 (Substitution of new sections 35A and 35B)";"Pending";"";"";"Bhartruhari Mahtab"
"2018-12-28";"The Constitution (Amendment) Bill, 2018 (Amendment of article 142)";"Pending";"";"";"Bhartruhari Mahtab"
"2018-03-08";"The Maintenance and Welfare of Parents and Senior Citizens (Amendment) Bill, 2018 (Insertion of new Chapter VA)";"Pending";"";"";"Bhartruhari Mahtab"
"2017-10-03";"The Constitution (Amendment) Bill, 2016 (Amendment of articles 124, etc.)";"Pending";"";"";"Bhartruhari Mahtab"
"2016-05-08";"The Constitution (Amendment) Bill, 2016 (Amendment of article 75, etc.)";"Pending";"";"";"Bhartruhari Mahtab"
"2016-04-29";"The Indian Penal Code (Amendment) Bill, 2016 (Substitution of new section for section 124A)";"Pending";"";"";"Bhartruhari Mahtab"
"2015-12-18";"The Religious Conversion (Prohibition) Bill, 2015";"Pending";"";"";"Bhartruhari Mahtab"
"2015-12-18";"The Prevention of Cruelty to Animals (Amendment) Bill, 2015 (Substitution of new section for section 28)";"Pending";"";"";"Bhartruhari Mahtab"
"2015-07-08";"The Drugs and Cosmetics (Amendment) Bill, 2015 (Insertion of new Chapter IIIA)";"Pending";"";"";"Bhartruhari Mahtab"
"2015-07-08";"The Constitution (Amendment) Bill, 2015 (Amendment of the Preamble, etc.)";"Pending";"";"";"Bhartruhari Mahtab"
"2015-07-08";"The Code of Criminal Procedure (Amendment) Bill, 2015 (Insertion of new section 199A)";"Pending";"";"";"Bhartruhari Mahtab"
"2015-03-13";"The Constitution (Amendment) Bill, 2015 (Amendment of articles 123 and 213)";"Pending";"";"";"Bhartruhari Mahtab"
"2015-02-27";"The Domestic Workers (Welfare and Regulation of Employment) Bill, 2015";"Pending";"";"";"Bhartruhari Mahtab"
"2015-02-27";"The Constitution (Amendment) Bill, 2015 (Insertion of new article 14A, etc.)";"Pending";"";"";"Bhartruhari Mahtab"
"2014-12-12";"The Euthansia (Regulation) Bill, 2014";"Pending";"";"";"Bhartruhari Mahtab"
"2014-11-28";"The Acid Control, Prevention of Acid Attacks and Rehabilitation of Acid Attack Victims Bill, 2014";"Pending";"";"";"Bhartruhari Mahtab"
"2014-11-28";"The Surrogacy (Regulation) Bill, 2014";"Pending";"";"";"Bhartruhari Mahtab"
"2014-11-07";"The Hindu Marriage (Amendment) Bill, 2014 (Amendment of section 3, etc.)";"Pending";"";"";"Bhartruhari Mahtab"
"2014-11-07";"The Public Sector Banks (Control of Non-Performing Assets) Bill, 2014";"Pending";"";"";"Bhartruhari Mahtab"
"2014-11-07";"The Senior Citizens (Provision of Geriatric and Dementia Care) Bill, 2014";"Pending";"";"";"Bhartruhari Mahtab"
"2014-11-07";"The Water (Prevention and Control of Pollution) Amendment Bill, 2014 (Amendment of section 2, etc.)";"Pending";"";"";"Bhartruhari Mahtab"
"2017-12-29";"The Payment of Subsistence Allowance to Farmers and Agricultural Labourers Bill, 2016";"Pending";"";"";"Bhola Singh"
"2017-12-29";"The Victims of Natural Calamities (Rehabilitation and Financial Assistance) Bill, 2016";"Pending";"";"";"Bhola Singh"
"2015-04-12";"The Constitution (Amendment) Bill, 2015 (Amendment of article 58, etc.)";"Pending";"";"";"Bhola Singh"
"2015-04-12";"The Constitution (Amendment) Bill, 2015 (Amendment of articles 275A and 371K)";"Pending";"";"";"Bhola Singh"
"2015-04-12";"The Constitution (Amendment) Bill, 2015 (Insertion of new article 31)";"Pending";"";"";"Bhola Singh"
"2015-02-27";"The Compulsory Military Training Bill, 2014";"Pending";"";"";"Bhola Singh"
"2015-02-27";"The Non-Resident Indians (Voting Rights and Welfare) Bill, 2014";"Pending";"";"";"Bhola Singh"
"2015-02-27";"The Right to Work Bill, 2014";"Pending";"";"";"Bhola Singh"
"2015-02-27";"The Rural Electrification Bill, 2014";"Pending";"";"";"Bhola Singh"
"2015-03-13";"The Gazetted Officers of the Central Government (Compulsory Military Training) Bill, 2015";"Pending";"";"";"Bhuwan Chandra Khanduri"
"2015-02-27";"The Electronic Waste (Handling and Disposal) Bill, 2015";"Pending";"";"";"Bhuwan Chandra Khanduri"
"2015-02-27";"The Special Financial Assistance to the State of Uttarakhand Bill, 2015";"Pending";"";"";"Bhuwan Chandra Khanduri"
"2014-12-12";"The Armed Forces Covenant Bill, 2014";"Pending";"";"";"Bhuwan Chandra Khanduri"
"2014-12-12";"The Constitution (Amendment) Bill, 2014 (Amendment of article 243C)";"Pending";"";"";"Bhuwan Chandra Khanduri"
"2017-12-29";"The Constitution (Scheduled Castes) Order (Amendment) Bill, 2017 (Amendment of the Schedule)";"Pending";"";"";"Bidyut Baran Mahato"
"2017-03-24";"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2017 (Amendment of the Schedule)";"Pending";"";"";"Bidyut Baran Mahato"
"2016-05-08";"The Assam Reorganisation (Karbi Dimanchal) Bill, 2016";"Pending";"";"";"Biren Singh Engti"
"2018-03-08";"The National Poverty Alleviation Fund Bill, 2018";"Pending";"";"";"Boora Narsaiah Goud"
"2018-03-08";"The Private Schools (Regulation of Fee) Bill, 2018";"Pending";"";"";"Boora Narsaiah Goud"
"2018-03-08";"The Representation of the People (Amendment) Bill, 2018 (Insertion of new section 29AA)";"Pending";"";"";"Boora Narsaiah Goud"
"2018-03-08";"The Reservation of Vacancies in Posts and Services for Economically Backward Farmers Bill, 2018";"Pending";"";"";"Boora Narsaiah Goud"
"2016-05-08";"The Handloom Weavers (Welfare) Bill, 2016";"Pending";"";"";"Boora Narsaiah Goud"
"2016-05-08";"The National Commission for Tiny Industries Bill, 2016";"Pending";"";"";"Boora Narsaiah Goud"
"2016-05-08";"The Toddy Industry Workers Welfare Bill, 2016";"Pending";"";"";"Boora Narsaiah Goud"
"2016-11-03";"The Constitution (Amendment) Bill, 2016 (Amendment of articles 243K and 243ZA)";"Pending";"";"";"Boora Narsaiah Goud"
"2016-11-03";"The Maintenance and Welfare of Parents and Senior Citizens (Amendment) Bill, 2016 (Insertion of new Chapter IIA)";"Pending";"";"";"Boora Narsaiah Goud"
"2016-11-03";"The Surrogate Advertisements (Prohibition) Bill, 2016";"Pending";"";"";"Boora Narsaiah Goud"
"2018-12-28";"The Cantonments (Amendment) Bill, 2018 (Insertion of new Chapter IVA)";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2018-12-28";"The Change of Name of Aurangabad City of the State Of Maharashtra to Sambhaji Nagar Bill, 2018";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2018-12-28";"The Uniform Civil Code in India Bill, 2018";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2018-03-08";"The Juvenile justice (Care and Protection of Children) Amendment Bill, 2018 (Insertion of new section 15A)";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2018-03-08";"The Right to Free and Compulsory Education for Children of Farmers Living in Drought Prone Areas Bill, 2018";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2018-03-08";"The Unlawful Activities (Prevention) Amendment Bill, 2018 (Insertion of new sections 23A to 23C)";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2015-12-18";"The Constitution (Amendment) Bill, 2015 (Amendment of article 371)";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2015-12-18";"The Food Safety and Standards (Amendment) Bill, 2015 (Amendment of sections 3 and 65)";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2015-12-18";"The Payment of Minimum Wages (for Workers and Others) Bill, 2015";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2015-12-18";"The Supreme Court of India (Establishment of a Permanent Bench at Aurangabad) Bill, 2015";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2015-08-05";"The Constitution (Amendment) Bill, 2015 (Amendment of article 25)";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2015-08-05";"The Technology Bank of India Bill, 2015";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2014-12-12";"The Compulsory Voting Bill, 2014";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2014-12-12";"The States Reorganisation Commission Bill, 2014";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2014-11-28";"The Cow (Protection) Bill, 2014";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2014-11-28";"The Provision of Compensation to Farmers Affected by Natural Calamities Bill, 2014";"Pending";"";"";"Chandrakant Bhaurao Khaire"
"2016-05-08";"The Compulsory Teaching of Disaster Management Education in Educational Institutions Bill, 2016";"Pending";"";"";"Chandra Prakash Joshi"
"2016-05-08";"The Compulsory Teaching of Legal Education in Educational Institutions Bill, 2016";"Pending";"";"";"Chandra Prakash Joshi"
"2016-05-08";"The Compulsory Teaching of Psychology in Educational Institutions Bill, 2016";"Pending";"";"";"Chandra Prakash Joshi"
"2016-02-26";"The Special Financial Assistance for Ancient Monuments and Archaeological Sites and Remains in the State of Rajasthan Bill, 2015";"Pending";"";"";"Chandra Prakash Joshi"
"2015-07-08";"The Writing of Medical Prescriptions in Capital Letters and Opening of Generic Medicines Shops Bill, 2015";"Pending";"";"";"C. R. Patil"
"2015-03-13";"The Hindu Adoptions and Maintenance (Amendment) Bill, 2015 (Amendment of section 18)";"Pending";"";"";"C. R. Patil"
"2015-02-27";"The Food Safety and Standards (Amendment) Bill, 2015 (Insertion of new section 56A)";"Pending";"";"";"C. R. Patil"
"2014-12-12";"The Abolition of Begging Bill, 2014";"Pending";"";"";"C. R. Patil"
"2014-12-12";"The Constitution (Amendment) Bill, 2014 (Insertion of new articles 21B, 21C and 21D)";"Pending";"";"";"C. R. Patil"
"2014-12-12";"The Special Financial Assistance to the State of Gujarat Bill, 2014";"Pending";"";"";"C. R. Patil"
"2015-07-08";"The Compulsory Teaching of Logic in Educational Institutions Bill, 2015";"Pending";"";"";"Daddan Mishra"
"2018-03-08";"The High Court of Gujarat (Establishment of a Permanent Bench at Surat) Bill, 2018";"Pending";"";"";"Darshana Vikram Jardosh"
"2018-03-08";"The Immoral Traffic (Prevention) Amendment Bill, 2018 (Amendment of section 2, etc.)";"Pending";"";"";"Darshana Vikram Jardosh"
"2018-03-08";"The Private Healthcare Sector (Regulation of Fees) Bill, 2017";"Pending";"";"";"Darshana Vikram Jardosh"
"2018-03-08";"The Prohibition of Using Telecommunication System for Hoax Calls Bill, 2017";"Pending";"";"";"Darshana Vikram Jardosh"
"2017-12-29";"The Constitution (Amendment) Bill, 2017 (Amendment of article 22)";"Pending";"";"";"Darshana Vikram Jardosh"
"2017-12-29";"The Constitution (Amendment) Bill, 2017 (Amendment of article 323B)";"Pending";"";"";"Darshana Vikram Jardosh"
"2017-12-29";"The Constitution (Amendment) Bill, 2017 (Amendment of article 51A)";"Pending";"";"";"Darshana Vikram Jardosh"
"2017-12-29";"The Deposit Insurance and Credit Guarantee Corporation (Amendment) Bill, 2017 (Amendment of section 2, etc.)";"Pending";"";"";"Darshana Vikram Jardosh"
"2015-08-05";"The Constitution (Amendment) Bill, 2015 (Amendment of article 348)";"Pending";"";"";"Darshana Vikram Jardosh"
"2015-08-05";"The Constitution (Amendment) Bill, 2015 (Amendment of article 72)";"Pending";"";"";"Darshana Vikram Jardosh"
"2015-08-05";"The Identification of Callers Using Public Telephone Bill, 2015";"Pending";"";"";"Darshana Vikram Jardosh"
"2016-05-08";"The Constitution (Amendment) Bill, 2016 (Amendment of article 341)";"Pending";"";"";"Dayakar Pasunoori"
"2017-12-29";"The Armed Forces (One Rank One Pension) Bill, 2017";"Pending";"";"";"Deepender Singh Hooda"
"2015-04-24";"The Bose Regiment Bill, 2015";"Pending";"";"";"Deepender Singh Hooda"
